sagoNo,sido,sigungu,dong,addr,sagoLat,sagoLon,sagoDate,sinkWidth,sinkExtend,sinkDepth,grdKind,sagoDetail,deathCnt,injuryCnt,vehicleCnt,trStatus,trMethod,trAmt,trFnDate,daStDate,no
20220163,부산광역시,사하구,괴정동,부산광역시 사하구 괴정동 230번지 앞 1차선 도로,,,20220928,4.00,1.00,2.00,,지하철공사 가시설물(I빔 및 Con&apos;c구조물) 및 상수도관(600mm)  공사 시 다짐불량으로 추정,0,0,0,복구완료,"굴착을 통한 원인확인 후 되메우기 및 다짐, 포장 복구",0,20221007,00010101,1
20220164,경상남도,창원시 마산회원구,회원동,경상남도 창원시 마산회원구 회원동 159-1,,,20220907,0.70,0.80,1.50,,하수관로 파손으로 인한 도로 침하 ,0,0,0,복구완료,하수관로 보수 후 되메우기  및 다짐 실시 ,1000000,20230908,00010101,1
20220165,전북특별자치도,전주시 완산구,삼천동1가,전북특별자치도 전주시 완산구 삼천동1가 705-2,,,20220701,2.20,2.20,0.90,,"콘크리트 박스 손상에 따른 토사 유실
",0,0,0,복구완료,"콘크리트 박스 보수 및 소파 포장 완료
",0,20220701,00010101,1
20220166,전북특별자치도,전주시 완산구,효자동3가,전북특별자치도 전주시 완산구 효자동3가 1544-3,,,20220712,1.00,2.50,0.50,,"다짐 불량
",0,0,0,복구완료,"흙 다지기 및 되메우기 재시공 및 포장 복구 완료
",0,20220712,00010101,1
20220167,충청북도,제천시,화산동,충청북도 제천시 화산동 693,,,20220702,1.00,1.00,2.50,,,0,0,0,복구완료,"이중벽관 접합, 되메우기 및 포장 복구 완료",1710000,20220704,00010101,1
20220168,경상북도,구미시,선기동,경상북도 구미시 선기동 선기동 538-10,,,20220901,2.00,2.00,0.05,,,0,0,0,복구완료,록하드 임시조치,0,20220907,00010101,1
20220169,경상북도,구미시,공단동,경상북도 구미시 공단동 공단동 140,,,20220906,2.00,2.00,0.02,,,0,0,0,복구완료,되메우기 재시공,0,20220906,00010101,1
20220170,경상북도,구미시,공단동,경상북도 구미시 공단동 1공단로10길31-22,,,20220912,2.00,2.00,0.05,,,0,0,0,복구완료,복구공사 실시,0,20220913,00010101,1
20220171,경상북도,구미시,지산동,경상북도 구미시 지산동 지산17길 22,,,20220921,1.00,1.00,0.04,,,0,0,0,복구완료,록하드 임시조치,0,20220921,00010101,1
20220172,경상북도,구미시,도량동,경상북도 구미시 도량동 도량동 86,,,20220928,2.00,2.00,0.05,,,0,0,0,복구완료,록하드 임시조치,0,20220928,00010101,1
20220173,경상북도,구미시,원평동,경상북도 구미시 원평동 송원서로 79,,,20221012,2.00,2.00,0.03,,,0,0,0,복구완료,포장 복구공사 완료,0,20221015,00010101,1
20220174,경상북도,구미시,도량동,경상북도 구미시 도량동 도량동 292-161,,,20221103,2.00,2.00,0.02,,,0,0,0,복구완료,되메우기 및 포장복구완료,0,20221103,00010101,1
20220175,경상북도,구미시,송정동,경상북도 구미시 송정동 송정대로77,,,20221128,1.00,1.00,0.05,,,0,0,0,복구완료,록하드 임시조치,0,20221128,00010101,1
20220176,경상북도,구미시,양호동,경상북도 구미시 양호동 양호동 908,,,20221226,2.00,2.00,0.05,,,0,0,0,복구완료,포장복구 공사 완료,0,20221226,00010101,1
20220177,경상북도,구미시,형곡동,경상북도 구미시 형곡동 형곡동110,,,20221229,1.00,1.00,0.05,,,0,0,0,복구완료,록하드 임시조치,0,20221229,00010101,1
20220178,광주광역시,남구,서동,광주광역시 남구 서동 63-2,,,20221207,1.00,1.00,1.20,기타,하수 box 벽체 손상으로 인하여 토사가 유실되어 지반침하 발생,0,0,0,복구완료,손상부 보수 및 포장복구,0,20221208,00010101,1
20220179,전북특별자치도,전주시 완산구,삼천동1가,전북특별자치도 전주시 완산구 삼천동1가 386,,,20220713,1.00,5.00,0.50,,"하수관 손상에 따른 토사 유실
",0,0,0,복구완료,"하수관 손상에 따른 토사 유실복구
",0,20220713,00010101,1
20220180,전북특별자치도,전주시 완산구,중노송동,전북특별자치도 전주시 완산구 중노송동 470-13,,,20220725,2.30,2.50,0.60,,"콘크리트 박스 손상에 따른 토사 유실
",0,0,0,복구완료,"콘크리트 박스 보수 및 포장 완료
",0,20220725,00010101,1
20220181,전북특별자치도,전주시 완산구,원당동,전북특별자치도 전주시 완산구 원당동 651-10,,,20220726,1.80,2.00,2.10,,"콘크리트 박스 손상에 따른 토사 유실
",0,0,0,복구완료,"콘크리트 박스 보수 및 포장 완료
",0,20220726,00010101,1
20220182,전북특별자치도,전주시 완산구,고사동,전북특별자치도 전주시 완산구 고사동 355-1,,,20220729,3.40,3.80,0.70,,"하수관 손상에 따른 토사 유실
",0,0,0,복구완료,"하수관 보수 및 소파 포장 완료
",0,20220729,00010101,1
20220183,전북특별자치도,전주시 덕진구,인후동1가,전북특별자치도 전주시 덕진구 인후동1가 785-3,,,20220802,2.00,1.00,1.90,,"하수관(우수) 노후로 인한 도로 침하
",0,0,0,복구완료,"긴급보수공사 실시
",0,20220802,00010101,1
20220184,전북특별자치도,전주시 덕진구,덕진동2가,전북특별자치도 전주시 덕진구 덕진동2가 27-34,,,20220803,1.00,1.00,1.00,,"하수관(오수) 노후로 인한 토사 유실
",0,0,0,복구완료,"긴급보수공사 실시
",0,20220803,00010101,1
20220185,전북특별자치도,전주시 완산구,효자동2가,전북특별자치도 전주시 완산구 효자동2가 1352,,,20220813,2.00,2.20,0.80,,"하수관 손상에 따른 토사 유실
",0,0,0,복구완료,"하수관 보수 및 소파 포장 완료
",0,20220813,00010101,1
20220186,전북특별자치도,전주시 완산구,효자동3가,전북특별자치도 전주시 완산구 효자동3가 1354-19,,,20220815,1.70,3.00,1.50,,"다짐 불량
",0,0,0,복구완료,"흙 다지기 및 되메우기 재시공 및 포장 복구 완료
",0,20220815,00010101,1
20220187,전북특별자치도,전주시 완산구,평화동1가,전북특별자치도 전주시 완산구 평화동1가 725-5,,,20220815,2.40,2.80,0.50,,"다짐 불량
",0,0,0,복구완료,"흙 다지기 및 되메우기 재시공 및 포장 복구 완료
",0,20220815,00010101,1
20220188,전북특별자치도,전주시 완산구,중화산동2가,전북특별자치도 전주시 완산구 중화산동2가 616-11,,,20220815,1.70,2.00,0.50,,"하수관 파손으로 인한 토사 유출로 지반침하 발생
",0,0,0,복구완료,"하수관 보수 및 소파 보수 조치
",0,20220815,00010101,1
20220189,전북특별자치도,전주시 완산구,평화동2가,전북특별자치도 전주시 완산구 평화동2가 904-5,,,20220816,1.70,2.00,1.30,,"하수관 손상에 따른 토사 유실
",0,0,0,복구완료,"하수관 보수 및 소파 포장 완료
",0,20220816,00010101,1
20220190,전북특별자치도,전주시 완산구,평화동2가,전북특별자치도 전주시 완산구 평화동2가 855-9,,,20220818,2.40,3.50,2.20,,"콘크리트 박스 손상에 따른 토사 유실
",0,0,0,복구완료,"콘크리트 박스 보수 및 포장 완료
",0,20220818,00010101,1
20220191,전북특별자치도,전주시 덕진구,덕진동2가,전북특별자치도 전주시 덕진구 덕진동2가 654-1,,,20220818,1.00,0.50,2.00,,"하수관(우수) 노후로 인한 토사 유실
",0,0,0,복구완료,"긴급보수공사 실시
",0,20220818,00010101,1
20220192,전북특별자치도,전주시 완산구,중화산동1가,전북특별자치도 전주시 완산구 중화산동1가 222-3,,,20220819,1.00,1.20,0.20,,"하수관 파손으로 인한 토사 유출로 지반침하 발생
",0,0,0,복구완료,"하수관 보수 및 소파 보수 조치
",0,20220819,00010101,1
20220193,전북특별자치도,전주시 덕진구,진북동,전북특별자치도 전주시 덕진구 진북동 1124-19,,,20220826,1.00,1.00,0.80,,"하수관(우수) 노후로 인한 토사 유실
",0,0,0,복구완료,"긴급보수공사 실시
",0,20220826,00010101,1
20220194,전북특별자치도,전주시 완산구,중화산동2가,전북특별자치도 전주시 완산구 중화산동2가 526-19,,,20220827,2.10,3.10,1.00,,"콘크리트 박스 손상에 따른 토사 유실
",0,0,0,복구완료,"콘크리트 박스 보수 및 포장 완료
",0,20220827,00010101,1
20220195,전북특별자치도,전주시 완산구,서서학동,전북특별자치도 전주시 완산구 서서학동 969-1,,,20220827,1.00,1.50,0.50,,"하수관 파손으로 인한 토사 유출로 지반침하 발생
",0,0,0,복구완료,"하수관 보수 및 소파 보수 조치
",0,20220827,00010101,1
20220196,전북특별자치도,전주시 덕진구,팔복동2가,전북특별자치도 전주시 덕진구 팔복동2가 566-3,,,20220830,1.00,1.50,1.00,,"하수관(우수) 노후로 인한 토사 유실
",0,0,0,복구완료,"긴급보수공사 실시
",0,20220830,00010101,1
20220197,전북특별자치도,전주시 완산구,효자동1가,전북특별자치도 전주시 완산구 효자동1가 636-1,,,20220831,1.50,2.50,0.20,,"맨홀 접합부 보수 불량으로 인한 지반침하 발생
",0,0,0,복구완료,"맨홀 접합부위 보수 및 소파 보수 조치
",0,20220831,00010101,1
20220198,전북특별자치도,전주시 덕진구,인후동2가,전북특별자치도 전주시 덕진구 인후동2가 261-8,,,20220908,1.00,1.00,1.00,,"하수관(우수) 노후로 인한 토사 유실
",0,0,0,복구완료,"긴급보수공사 실시
",0,20220908,00010101,1
20220199,전북특별자치도,전주시 완산구,효자동3가,전북특별자치도 전주시 완산구 효자동3가 1203,,,20221105,5.00,7.00,0.30,,"포장 다짐 불량
",0,0,0,복구완료,"재포장 실시
",0,20221105,00010101,1
20220200,전북특별자치도,전주시 덕진구,인후동1가,전북특별자치도 전주시 덕진구 인후동1가 806-2,,,20221211,1.00,1.00,1.50,,"하수관(오수) 노후로 인한 도로 침하
",0,0,0,복구완료,"긴급보수공사 실시
",0,20221211,00010101,1
20220201,전라남도,무안군,삼향읍,전라남도 무안군 삼향읍 지산리 720-11,,,20221128,0.70,5.00,0.50,,토사유실로 인한 도로 침하,0,0,0,복구완료,유실토사 보충 후 응급복구,0,20221205,00010101,1
20220202,전북특별자치도,전주시 완산구,평화동1가,전북특별자치도 전주시 완산구 평화동1가 725-5,,,20220816,3.00,3.00,0.50,,,0,0,0,복구완료,하수관로 복구 완료,0,20220816,00010101,1
20220203,충청남도,천안시 서북구,쌍용동,충청남도 천안시 서북구 쌍용동 1927,,,20220817,1.20,1.20,1.50,,우수관로 손상,0,0,0,복구완료,관로 교체,3000000,20220817,00010101,1
20220204,경기도,남양주시,호평동,경기도 남양주시 호평동 560-4,,,20240419,0.70,0.50,1.00,,노후 수로관(파형강관 2열) 매설지점으로 도로 지반침하 발생,0,0,0,복구완료,수로관 교체 및 아스콘 복구,3000000,20240420,00010101,1
20230001,부산광역시,사상구,감전동,부산광역시 사상구 감전동 131-1번지,,,20230105,0.50,0.80,3.00,기타,노후 하수시설(U형측구) 파손 등으로 인한 누수 발생에 따른 토사 유실로 지반침하 발생,0,0,0,복구완료,지반침하 발생지 U형 측구 임시 복구 및 도로 부분 콘크리트 임시 포장 후 철판 설치 완료 ▷ 인접 공사 현장(도시철도) 협조를 받아 임시 복구 완료,0,20230106,00010101,1
20230002,전북특별자치도,김제시,죽산면,전북특별자치도 김제시 죽산면 935-3,,,20230102,0.60,0.70,1.20,,자연침하,0,0,0,복구완료,성토 및 재포장,83686000,20231004,00010101,1
20230003,서울특별시,도봉구,방학동,서울특별시 도봉구 방학동 717-6 인근,,,20230113,1.60,0.60,2.00,기타,건축물 신축 공사장 굴토(철거) 작업장 인근으로 원인 확인중,0,2,0,복구완료,동공발생구간 임시 복구 후 원인파악 예정,0,20230113,00010101,1
20230004,경상남도,창원시 진해구,용원동,경상남도 창원시 진해구 용원동 용원로78번길5,,,20230113,1.00,2.00,0.50,기타,다짐불량,0,0,0,복구완료,긴급보수공사실시,1000000,20230113,00010101,1
20230005,경기도,시흥시,장곡동,경기도 시흥시 장곡동 정왕동 2707-1,,,20230126,10.00,20.00,0.70,기타,흙막이벽체(지하연속벽) 시공이음부 콘크리트 재로분리로 인한 공극부 누수 발생,0,0,0,복구완료,"① 누수구간 급결제를 사용하여 단계별로 차단하고 누수차단과 동시에 차수그라우팅 실시
② 누수차단 및 그라우팅 완료 후 기초콘크리트 타설
③ 침하구간 상부노면 굴착하여 지장물의 침하정도 확인 및 관련기관(시흥시 하수관리과, 건설행정과 등) 협의 후 복구계획 수립 및 복구
",0,20230331,00010101,1
20230006,경상북도,구미시,선기동,경상북도 구미시 선기동 선기동 530,,,20220902,2.00,2.00,0.05,,,0,0,0,복구완료,복구공사 실시,0,20220907,00010101,1
20230007,강원특별자치도,속초시,조양동,강원특별자치도 속초시 조양동 1411-15,,,20230211,10.00,30.00,0.02,기타,차수공법 시공 미흡으로 흙막이 벽체 틈 사이로 토사와 지하수가 유출,0,0,0,복구완료,아스콘 포장,0,20230211,00010101,1
20230008,전라남도,무안군,일로읍,전라남도 무안군 일로읍 오룡지구 44블럭 동북측 외부 도로,,,20230203,1.00,20.00,0.20,,조사 중,0,0,0,임시복구,침하구간 아스콘 철거 후 골재포설 진행,0,20230204,00010101,1
20230009,서울특별시,서초구,서초동,서울특별시 서초구 서초동 1339-9,,,20230217,0.50,1.20,2.00,기타,통신케이블 처짐 및 가시설 미제거에 의한 장기 침하(추정),0,0,0,복구완료,토사 되메우기 및  아스콘 포장복구,5000000,20230217,00010101,1
20230010,강원특별자치도,강릉시,송정동,강원특별자치도 강릉시 송정동 187-4번지 일원,,,20230227,3.00,3.00,1.50,,,0,0,1,복구완료,"금일 22시경 긴급복구 완료
추후 항구복구 실시 예정",0,20230228,00010101,1
20230011,경상북도,경산시,하양읍,경상북도 경산시 하양읍 금락리 373-10,,,20230305,0.50,2.00,0.20,,D300mm 주철관 이음부 볼트 체결 약화에 따른 수도 누수로 인하여 경미한 지반 침하 발생,0,0,0,복구완료,주철관 수리 후 혼합골재 매설 및 다짐 후 부직포 설치,0,20230307,00010101,1
20230012,서울특별시,용산구,도원동,서울특별시 용산구 도원동 도원삼성래민안 아파트 정문,,,20230307,1.00,1.00,1.50,기타,"노후 하수관로(흄관, D300 mm)파손",0,1,1,복구완료,하수관 파손부위 복구공사(하수시설물 연간단가) ,0,20230308,00010101,1
20230013,서울특별시,중구,남대문로5가,서울특별시 중구 남대문로5가 521,,,20230311,2.00,2.00,1.50,,"하수관로(매설년도 미상, D600mm) 이음부 이격으로 인한 토사 유출",0,0,0,복구완료,서부도로사업소 도로보수과 임시복구,0,20230313,00010101,1
20230014,경기도,시흥시,정왕동,경기도 시흥시 정왕동 2605-6,,,20230315,1.00,1.00,1.20,,"지반침하 발생부근 인근의 임시포장도로에서 되메우기불량으로 지반침하 발생부근의 토사가 유실된 것으로 추정되며,
침하도로 이용차량 약 7대에 경미한 피해 발생",0,0,7,복구완료,침하발생구간 긴급 및 임시복구 조치(골재채움),0,20230316,00010101,1
20230015,부산광역시,사상구,감전동,부산광역시 사상구 감전동 새벽로 160,,,20230324,1.00,1.50,0.50,,"지장물(상수도관, 통신관 등)로 인해 다짐 불량에 따른 지반 침하 발생",0,0,2,복구완료,"굴착지 하부 지장물(상수도관, 통신관 등)로 인해 다짐기계를 이용한 다짐이 불가함에 따라 모래를 이용한 물다짐 후 아스팔트 임시포장 ",0,20230327,00010101,1
20230016,서울특별시,은평구,갈현동,서울특별시 은평구 갈현동 389-16,,,20230331,2.00,2.00,4.00,기타,6호선 대합실구조물 되메우기시 다짐불량으로 인한 공동발생,0,0,0,복구완료,레미콘타설,0,20230331,00010101,1
20230017,경기도,고양시 일산서구,일산동,경기도 고양시 일산서구 일산동 583-67,,,20230404,2.00,2.20,1.40,,하수관 손상,0,0,0,복구완료,복구완료,0,20230404,00010101,1
20230018,강원특별자치도,속초시,조양동,강원특별자치도 속초시 조양동 1452,,,20230331,4.00,4.00,0.60,기타,"골조공사 진행에 의한 잔류수압 상승, 자재이동 차량에 의한 추가하중 및 시간경과에 따른 차수효과 저하",0,0,0,복구완료,"흙막이 배면: 되메우기(마사토+시멘트)
흙막이 내측: 부직포삽입 및 차수그라우팅 보강",20000000,20230331,00010101,1
20230019,강원특별자치도,춘천시,효자동,강원특별자치도 춘천시 효자동 159-21,,,20230404,1.50,1.50,1.50,,토사자연유실,0,0,0,임시복구,되메우기,0,20230404,00010101,1
20230021,부산광역시,사하구,장림동,부산광역시 사하구 장림동 1086-3번지 선 도로,,,20230411,0.80,1.30,0.40,기타,오수맨홀 주변 옹벽구간 다짐(되메우기)불량,0,0,0,복구완료,되메우기 및 다짐기계로 다진 후  아스팔트 임시포장,0,20230413,00010101,1
20230022,서울특별시,서대문구,충정로3가,서울특별시 서대문구 충정로3가 368,,,20230406,1.50,1.50,0.20,,다짐 불량 추정(흙마대 다수 매립),0,0,0,복구완료,2023.4.8. 서부도로사업소 항구복구 ,0,20230408,00010101,1
20230023,서울특별시,송파구,풍납동,서울특별시 송파구 풍납동 올림픽대로(공항방향) 천호대교 끝 300m 4차로 우측,,,20230412,2.00,1.50,2.50,,"공사 인접 구간으로 지반 불안정 상태에서 우천으로 인한 토사 유실
",0,0,0,복구완료,되메우기 및 다짐,0,20230412,00010101,1
20230025,강원특별자치도,속초시,영랑동,강원특별자치도 속초시 영랑동 148-38,,,20230504,1.00,1.00,3.00,기타,,0,0,0,복구완료,"모르타르 주입, 차수 및 그라우팅 보강 등",0,20230505,00010101,1
20230026,서울특별시,중랑구,신내동,서울특별시 중랑구 신내동 63-17(중랑공영차고지),,,20230506,1.00,1.00,0.60,기타,"신내4 신내역로 우회전차로 신설공사구간 내

우천으로 인한 우수배수로 미확보로 물길이 보도쪽으로 형성  보도 침하 발생",0,1,0,복구완료,토사 되메우기,0,20230506,00010101,1
20230028,경기도,포천시,화현면,경기도 포천시 화현면 화현리 309-1번지 일원,,,20230509,1.50,1.50,1.00,기타,조사 필요,0,0,0,복구완료,국토안전관리원 조사 후 복구 시행,0,20230731,00010101,1
20230029,대구광역시,북구,팔달동,대구광역시 북구 팔달동 524-32,,,20230510,3.00,2.00,4.20,,"위치:북구 팔달동 524-32
누수일시:2023년5월10일
누수관로:하수박스(1.2m x 1.2m)
누수원인:노후로 인한 누수",0,0,0,복구완료,"23.5.10. 17:30 북구청 싱크홀 민원접수
23.5.10. 18:30 현장 출동 및 확인(대구시 상수도사업소 및 북구청)
23.5.10. 18:30 인근 교통 통제(경찰, 1개 차로 및 주변 인도)
23.5.10. 19:00~24:00 하수박스 육안확인 및 CCTV 촬영 조사
23.5.11. 07:00 누수 지점 긴급 복구 시행
23.5.11. 16:00 긴급 복구 완료(예정)",30000000,20230511,00010101,1
20230030,경기도,부천시,중동,경기도 부천시 중동 1033-5,,,20230508,2.00,5.00,1.50,,우천으로 인한 보도 침하 발생 추정,0,0,0,복구완료,유실 부분 흙채움 및 보도 복구,0,20230509,00010101,1
20230031,경기도,군포시,당정동,경기도 군포시 당정동 994-2,,,20230520,2.20,2.20,2.90,기타,하수관로 손상,0,0,0,복구완료,하수관로 손상으로 사고지점 굴착하여 손상된 하수관로 제거 후 신설관로 시공하여 지반 및 도로복구,0,20230525,00010101,1
20230032,경기도,고양시 일산서구,대화동,경기도 고양시 일산서구 대화동 2607-4,,,20230531,4.00,6.00,0.25,,GTX 공사 현장으로 원인 파악 중,0,0,0,복구완료,개착 복구 예정,0,20230731,00010101,1
20230033,경기도,수원시 권선구,당수동,경기도 수원시 권선구 당수동 376-7,,,20230526,4.50,3.00,0.06,,비개착공법으로 도로하부 추진 중 공극발생 등에 의한 원인 추정,0,0,0,복구완료,"1. 비개착 박스 라이닝 설치
2. 박스 상부 측면 그라우팅 보강
3. 계측기 재설치
4. 고속도로 포장 ",0,20230707,00010101,1
20230034,경기도,고양시 덕양구,관산동,경기도 고양시 덕양구 관산동 910-55,,,20230531,1.50,1.00,1.00,,소화전 누수,0,0,0,복구완료,소방서 복구 예정,0,20230601,00010101,1
20230035,충청북도,청주시 흥덕구,복대동,충청북도 청주시 흥덕구 복대동 847-6,,,20230606,0.50,1.00,1.00,,측구에 매설된 하수관 파손으로 지반침하 발생,0,0,0,복구완료,"- 현재 골재 포설로 임시 조치한 상태임.

- 파손 된 하수 관로 보수 등 항구 복구 예정.",5000000,20230613,00010101,1
20230036,경기도,부천시,괴안동,경기도 부천시 괴안동 100-29,,,20230520,1.00,1.00,2.00,,하수관로 파손으로 인한 침하 발생,0,0,0,복구완료,하수관로(흄관) 교체 및 포장 복구,0,20230523,00010101,1
20230037,서울특별시,중랑구,중화동,서울특별시 중랑구 중화동 328-45,,,20230611,2.00,1.00,1.50,충척층,건축공사중 주변 하수관로(D600mm) 이음부 이격 및 누수로 인한 토사유실 발생,0,1,0,복구완료,굴착 및 하수관로 보수,1000000,20230611,00010101,1
20230038,경기도,시흥시,월곶동,경기도 시흥시 월곶동 1004-5 인근,,,20230613,1.50,2.00,0.20,,흙막이 벽체 누수 발생,0,0,0,복구완료,"기존 아스콘 철거 및 골재되메우기, 아스콘포장",0,20230613,00010101,1
20230039,경기도,시흥시,월곶동,경기도 시흥시 월곶동 1004-4번지 외 3필지,,,20230618,4.00,10.00,0.40,,6.13.에 발생한 누수가 지속되어 추가침하 발생,0,0,0,복구완료,"- GPR탐사 수행 완료(발견된 공동 없음)
- 누수 발생부분(GL-11m) S.G.R 그라우팅으로 차수보강
- 침하부분 굴착하여 지하매설물(상수관, 도시가스, 오수관) 담당자 입회 하에 이상유무 확인 및 뒤채움
- 뒤채움 시 시멘트 안정처리(soil cement)를 사용, 향후 활하중과 우수침투에 의한 침하를 방지하여 매설물 파손 예방",0,20230630,00010101,1
20230040,경상남도,합천군,대병면,"경상남도 합천군 대병면 신성동길 1, 하금 식육식당 앞 소재지 도로",,,20230623,1.50,2.00,1.20,,하수맨홀 설치 후 장기간에 걸친 침하,0,0,0,복구완료,응급복구로 싱크홀 공간 위 포장 깨내고 빈공간에 골재채워서 응급 복구완료. ,0,20230630,00010101,1
20230041,서울특별시,구로구,온수동,서울특별시 구로구 온수동 65-3,,,20230626,0.20,0.65,0.80,기타,하수박스 파손으로 인한 지반침하로 다리가 빠져 부상자(다리 타박상) 1명 발생함,0,1,0,복구완료,"2023. 6.26. : 임시 안전조치 완료 및 부상자에 대해 영조물배상책임보험 안내 완료
2023. 6.27. : 하수박스 보수 예정 ",3000000,20230627,00010101,1
20230043,경기도,화성시,반월동,경기도 화성시 반월동 736,,,20230626,0.70,18.00,1.00,,"시공 부실로 인한 1차 침하 발생, 이후 추가 유실되면서 기존 상수관 손상시켜 유실 깊이 증가",0,0,0,복구완료,해당 구간 통행 제한 임시 조치 및 중력식 옹벽 철거 후 재시공 계획,0,20230724,00010101,1
20230044,강원특별자치도,속초시,영랑동,강원특별자치도 속초시 영랑동 148-38,,,20230628,4.00,1.50,1.00,기타,,0,0,0,복구완료,"모르타르 주입, 차수 및 그라우팅 보강 등",0,20230701,00010101,1
20230045,광주광역시,북구,풍향동,광주광역시 북구 풍향동 599-77,,,20230628,5.50,4.00,1.80,,하수도 파형관 바닥 세굴로 인한 하수도 누수 발생 후 토사유출로 상수도(D350mm)관 접합부 누수 발생 ,0,0,0,복구완료,"상·하수도 복구 작업 완료 후 토류판 설치 및 되메우기하여 복구 완료 예정
  ※ 하수도: 파형관 접합, 상수도: 제수변 폐쇄로 단수 후 누수부위 보수
 ",0,20230630,00010101,1
20230046,광주광역시,동구,서석동,광주광역시 동구 서석동 421-1,,,20230627,2.00,5.00,1.60,,집중호우 및 하수박스 누수,0,0,0,복구완료,하수암거 복구 및 되메우기 완료,0,20230628,00010101,1
20230047,광주광역시,동구,서석동,광주광역시 동구 서석동 421-1,,,20230627,6.00,5.00,1.90,,집중호우 및 하수박스 누수,0,0,0,복구완료,되메우기 완료,0,20230628,00010101,1
20230049,경상북도,칠곡군,왜관읍,경상북도 칠곡군 왜관읍 776-94번지 일원,,,20230619,1.50,1.70,1.60,기타,우수관 손상으로 인한 토사 유실,0,0,0,복구완료,우수관 복구 및 소파 보수 조치,0,20230731,00010101,1
20230050,경상북도,경주시,동천동,경상북도 경주시 동천동 동천로 78번길 6,,,20230519,0.50,3.00,0.10,,개인배수설비불량,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20230519,00010101,1
20230051,경상북도,경주시,인왕동,경상북도 경주시 인왕동 76,,,20230626,0.50,2.00,0.10,,다짐 불량,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,20230626,00010101,1
20230052,경상북도,구미시,해평면,경상북도 구미시 해평면 해평면 낙성리 58-3,,,20230309,0.10,0.05,1.00,,,0,0,0,복구완료,흙 다지기 및 되메우기 재시공 및 포장복구 완료,0,20230314,00010101,1
20230053,경상북도,구미시,구포동,경상북도 구미시 구포동 구포동 645-1,,,20230414,1.00,0.50,1.00,,,0,0,0,복구완료,흙 다지기 및 되메우기 재시공 및 포장복구 완료,0,20230414,00010101,1
20230054,경상북도,구미시,원평동,경상북도 구미시 원평동 원평동 190-4,,,20230314,0.03,0.05,1.00,,,0,0,0,복구완료,흙 다지기 및 되메우기 재시공 및 포장 복구 완료,0,20230315,00010101,1
20230055,강원특별자치도,춘천시,효자동,강원특별자치도 춘천시 효자동 159-47,,,20230629,0.50,1.00,1.00,,,0,0,0,복구완료,다짐 및 시멘트 포장,0,20230630,00010101,1
20230056,전북특별자치도,군산시,미원동,전북특별자치도 군산시 미원동 월명로 380-2,,,20230601,2.00,5.00,2.00,기타,수로복개구간 상판 파손으로 인한 싱크홀발생,0,0,0,복구완료,상판보수완료,0,20230604,00010101,1
20230057,전북특별자치도,군산시,나운동,전북특별자치도 군산시 나운동 한밭1길 22,,,20230619,1.00,1.00,2.00,기타,노후흄관 파손으로 인한 싱크홀발생,0,0,0,복구완료,관로 및 포장복구 완료,0,20230619,00010101,1
20230059,대전광역시,서구,월평동,대전광역시 서구 월평동 916,,,20230217,0.70,0.70,1.50,충척층,흄관 파손으로 인한 도로함몰,0,0,0,복구완료,파손관 교체 및 도로복구,2600000,20230218,00010101,1
20230060,대전광역시,서구,둔산동,대전광역시 서구 둔산동 1142번지,,,20230502,1.50,1.00,1.00,충척층,흄관 접합불량으로 인한 침하,0,0,0,복구완료,흄관 접합부 보수 및 도로복구,3260000,20230504,00010101,1
20230061,대전광역시,서구,탄방동,대전광역시 서구 탄방동 63-12번지,,,20230504,1.00,1.00,1.50,충척층,흄관 접합불량 및 맨홀 접합불량으로 인한 침하,0,0,0,복구완료,다중벽관 교체 및 맨홀접합부 콘크리트 보강,3500000,20230508,00010101,1
20230062,대전광역시,서구,괴정동,대전광역시 서구 괴정동 67-7번지,,,20230512,1.00,1.50,0.50,충척층,흄관 접합불량으로 인한 침하,0,0,0,복구완료,흄관 접합부 보수 및 도로복구,2500000,20230515,00010101,1
20230063,대전광역시,서구,가수원동,대전광역시 서구 가수원동 176-1,,,20230619,0.50,1.00,1.00,충척층,흄관 접합불량으로 인한 침하,0,0,0,복구완료,하수관로 접합부 보수보강 및 도로복구,3000000,20230623,00010101,1
20230064,서울특별시,도봉구,쌍문동,서울특별시 도봉구 쌍문동 315-8,,,20230612,1.00,1.00,4.00,기타,노후 하수관로 파손으로 인한 지반침하로 추정,0,0,0,복구완료,복구 완료 및 2023.8월 경 굴착 후 하수관로 조사 ,0,20230612,00010101,1
20230065,경상남도,진주시,하대동,경상남도 진주시 하대동 하대동 169-1,,,20230427,0.50,0.50,1.50,,폐수관 파손으로 인한 토사 유실로 지반침하 발생,0,0,0,복구완료,폐수관 보수 및 소파 보수 완료,9000000,20230427,00010101,1
20230066,충청북도,충주시,목행동,충청북도 충주시 목행동 850-46번지,,,20230610,5.00,15.00,1.50,기타,지하에 매설된 우수관(1000mm)이 방청 처리가 되어있지 않아 부식으로 인해 손상되어 지반 침하 발생,0,0,0,복구완료,"우수관 교체, 흙 되메우기, 아스콘 재포장 ",10000000,20230628,00010101,1
